person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_deviation
42000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8000,5.99,0.19,N,0,-1.3451758482653444
48000,MORTGAGE,7.0,MEDICAL,A,7000,7.14,0.15,N,0,-0.19517584826534495
48000,MORTGAGE,4.0,EDUCATION,B,10000,10.65,0.21,N,0,-0.38473284313725387
47000,MORTGAGE,5.0,VENTURE,A,6000,7.88,0.13,N,0,0.5448241517346553
55000,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.51,0.11,N,0,0.17482415173465515
49000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.46,0.1,Y,1,-0.9445987286452109
125000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.83,0.1,N,0,0.7952671568627458
100000,MORTGAGE,6.0,VENTURE,A,7000,7.49,0.07,N,0,0.15482415173465558
85000,RENT,9.0,HOMEIMPROVEMENT,A,5600,7.29,0.07,N,0,-0.0451758482653446
30000,RENT,1.0,DEBTCONSOLIDATION,D,8000,15.65,0.27,Y,1,0.24540127135478862
88000,OWN,2.0,HOMEIMPROVEMENT,B,4500,10.99,0.05,N,0,-0.04473284313725401
30000,MORTGAGE,3.0,PERSONAL,A,3600,5.99,0.12,N,0,-1.3451758482653444
37000,RENT,4.0,EDUCATION,A,6000,7.88,0.16,N,0,0.5448241517346553
95000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15200,6.03,0.16,N,0,-1.3051758482653444
75000,MORTGAGE,7.0,PERSONAL,A,12000,7.51,0.16,N,0,0.17482415173465515
150000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,24000,7.51,0.16,N,0,0.17482415173465515
75000,RENT,2.0,DEBTCONSOLIDATION,A,6000,8.9,0.08,N,0,1.5648241517346557
80000,RENT,5.0,EDUCATION,C,12000,12.87,0.15,N,0,-0.640342515404134
86748,RENT,8.0,EDUCATION,B,10000,10.51,0.12,N,0,-0.5247328431372544
92000,MORTGAGE,17.0,DEBTCONSOLIDATION,B,24000,10.25,0.26,N,0,-0.7847328431372542
39000,RENT,0.0,HOMEIMPROVEMENT,D,3000,15.65,0.08,Y,1,0.24540127135478862
60000,MORTGAGE,13.0,PERSONAL,A,7200,7.29,0.12,N,0,-0.0451758482653446
175000,MORTGAGE,8.0,MEDICAL,A,22000,7.49,0.12,N,0,0.15482415173465558
62000,RENT,0.0,VENTURE,B,10000,9.99,0.16,N,1,-1.044732843137254
40000,RENT,3.0,VENTURE,A,7000,7.51,0.17,N,0,0.17482415173465515
35000,RENT,0.0,EDUCATION,C,8000,13.06,0.23,N,0,-0.4503425154041327
60000,RENT,1.0,MEDICAL,C,5000,13.61,0.08,N,0,0.09965748459586621
50000,RENT,0.0,HOMEIMPROVEMENT,B,3000,10.25,0.06,N,0,-0.7847328431372542
49000,RENT,2.0,EDUCATION,C,4000,13.99,0.08,N,1,0.479657484595867
45000,RENT,2.0,EDUCATION,C,10000,14.26,0.22,Y,0,0.7496574845958666
55000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,7.51,0.22,N,0,0.17482415173465515
63000,RENT,0.0,HOMEIMPROVEMENT,E,18000,17.39,0.28,Y,1,0.45903865213082184
120000,MORTGAGE,4.0,EDUCATION,C,20000,14.26,0.17,Y,0,0.7496574845958666
60000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3200,5.99,0.05,N,0,-1.3451758482653444
100000,RENT,3.0,HOMEIMPROVEMENT,C,12000,12.87,0.12,Y,0,-0.640342515404134
82000,MORTGAGE,6.0,PERSONAL,A,9000,7.29,0.11,N,0,-0.0451758482653446
71000,RENT,9.0,EDUCATION,A,12000,7.49,0.17,N,0,0.15482415173465558
52000,MORTGAGE,8.0,PERSONAL,C,5000,12.98,0.1,Y,0,-0.5303425154041328
80000,RENT,0.0,MEDICAL,B,10800,8.88,0.14,N,0,-2.1547328431372534
25000,OWN,1.0,VENTURE,C,8000,12.98,0.32,Y,0,-0.5303425154041328
57492,RENT,9.0,DEBTCONSOLIDATION,B,20000,12.53,0.36,N,1,1.4952671568627451
44004,RENT,2.0,MEDICAL,C,5000,13.85,0.11,N,0,0.3396574845958664
175000,RENT,0.0,MEDICAL,A,12000,8.9,0.05,N,0,1.5648241517346557
175000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6000,14.17,0.15,Y,0,0.6596574845958667
60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,4000,8.9,0.07,N,0,1.5648241517346557
77250,OWN,11.0,VENTURE,B,2500,12.69,0.03,N,0,1.6552671568627453
38000,MORTGAGE,3.0,VENTURE,D,10000,14.61,0.26,Y,0,-0.7945987286452123
40000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.99,0.25,N,0,0.955267156862746
63000,OWN,11.0,PERSONAL,A,7000,5.42,0.11,N,0,-1.9151758482653447
140000,MORTGAGE,6.0,EDUCATION,E,24250,16.4,0.17,N,0,-0.5309613478691801
36250,RENT,1.0,EDUCATION,C,14500,12.23,0.4,Y,1,-1.2803425154041328
26000,RENT,4.0,EDUCATION,C,10000,14.26,0.38,Y,1,0.7496574845958666
80000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,10000,13.16,0.13,N,0,-0.3503425154041331
42000,MORTGAGE,2.0,EDUCATION,B,8000,11.12,0.19,N,0,0.085267156862745
52000,RENT,0.0,MEDICAL,C,7200,12.99,0.14,N,0,-0.520342515404133
65004,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.37,0.31,N,0,-0.664732843137255
60000,RENT,5.0,DEBTCONSOLIDATION,C,15000,13.11,0.25,Y,0,-0.4003425154041338
14400,RENT,0.0,MEDICAL,C,2100,13.35,0.15,Y,0,-0.16034251540413358
70000,RENT,2.0,EDUCATION,B,13000,10.83,0.18,N,0,-0.20473284313725415
105000,MORTGAGE,3.0,EDUCATION,A,12000,8.49,0.11,N,0,1.1548241517346556
105000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,10000,7.51,0.1,N,0,0.17482415173465515
54000,MORTGAGE,6.0,VENTURE,A,7500,8.32,0.14,N,0,0.9848241517346557
25000,OWN,6.0,MEDICAL,B,2400,10.74,0.1,N,0,-0.294732843137254
60000,RENT,3.0,HOMEIMPROVEMENT,C,4800,13.49,0.08,Y,0,-0.02034251540413301
70000,RENT,5.0,PERSONAL,B,12000,12.42,0.17,N,0,1.3852671568627457
120000,MORTGAGE,0.0,MEDICAL,A,15000,7.88,0.13,N,0,0.5448241517346553
80000,RENT,3.0,DEBTCONSOLIDATION,A,19200,7.49,0.24,N,0,0.15482415173465558
55000,MORTGAGE,4.0,EDUCATION,A,15000,6.54,0.27,N,0,-0.7951758482653446
27600,RENT,4.0,EDUCATION,B,3000,11.49,0.11,N,0,0.455267156862746
35400,RENT,6.0,MEDICAL,A,9600,6.03,0.27,N,0,-1.3051758482653444
62000,RENT,14.0,EDUCATION,A,9000,8.49,0.15,N,0,1.1548241517346556
26400,MORTGAGE,4.0,EDUCATION,B,10000,10.25,0.38,N,0,-0.7847328431372542
84000,RENT,7.0,MEDICAL,B,6000,12.42,0.07,N,0,1.3852671568627457
45000,MORTGAGE,6.0,MEDICAL,C,5000,14.65,0.11,Y,0,1.1396574845958671
158000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19000,13.57,0.12,N,0,0.05965748459586706
52000,RENT,3.0,PERSONAL,B,4000,12.69,0.08,N,0,1.6552671568627453
60000,OWN,1.0,MEDICAL,C,12000,12.53,0.2,N,0,-0.9803425154041339
60000,MORTGAGE,0.0,EDUCATION,A,3500,6.76,0.06,N,0,-0.5751758482653448
66000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.54,0.15,N,0,-0.7951758482653446
69996,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8000,12.53,0.11,N,0,1.4952671568627451
84000,MORTGAGE,3.0,VENTURE,A,5000,8.49,0.06,N,0,1.1548241517346556
119496,MORTGAGE,0.0,HOMEIMPROVEMENT,B,12000,9.51,0.1,N,0,-1.5247328431372544
32000,RENT,6.0,VENTURE,C,6000,14.27,0.19,N,0,0.7596574845958664
39700,MORTGAGE,8.0,EDUCATION,A,8400,7.51,0.21,N,0,0.17482415173465515
122000,MORTGAGE,1.0,EDUCATION,B,15000,11.48,0.12,N,0,0.4452671568627462
35000,RENT,4.0,VENTURE,A,6000,7.66,0.17,N,0,0.3248241517346555
40000,RENT,3.0,MEDICAL,B,10000,9.25,0.25,N,0,-1.7847328431372542
72000,RENT,8.0,EDUCATION,C,4200,15.27,0.06,N,0,1.7596574845958664
48000,MORTGAGE,5.0,EDUCATION,A,10000,6.99,0.21,N,0,-0.3451758482653444
46500,RENT,4.0,EDUCATION,B,6000,10.65,0.13,N,0,-0.38473284313725387
53329,OWN,3.0,HOMEIMPROVEMENT,A,16000,6.62,0.29,N,0,-0.7151758482653445
36000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,5.99,0.15,N,0,-1.3451758482653444
55000,RENT,9.0,MEDICAL,A,8000,6.17,0.15,N,0,-1.1651758482653447
30000,OWN,2.0,VENTURE,A,2500,7.49,0.08,N,0,0.15482415173465558
96000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,6000,5.79,0.06,N,0,-1.5451758482653446
60000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,4200,8.9,0.07,N,0,1.5648241517346557
53000,RENT,3.0,DEBTCONSOLIDATION,C,1200,13.23,0.02,Y,0,-0.2803425154041328
97781,MORTGAGE,7.0,MEDICAL,B,15000,10.99,0.15,N,0,-0.04473284313725401
99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.1,N,0,-1.9151758482653447
42000,MORTGAGE,0.0,VENTURE,B,9000,11.26,0.21,N,0,0.22526715686274557
68000,RENT,1.0,MEDICAL,B,15000,10.99,0.22,N,0,-0.04473284313725401
20000,OWN,1.0,VENTURE,A,5000,8.59,0.25,N,0,1.2548241517346552
70000,MORTGAGE,2.0,PERSONAL,A,10000,7.88,0.14,N,0,0.5448241517346553
40000,MORTGAGE,12.0,VENTURE,A,5000,6.62,0.13,N,0,-0.7151758482653445
56004,RENT,4.0,MEDICAL,C,8000,13.16,0.14,Y,0,-0.3503425154041331
175000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,18000,11.71,0.07,N,0,0.6752671568627466
90000,RENT,15.0,HOMEIMPROVEMENT,C,12000,13.16,0.13,Y,0,-0.3503425154041331
33000,RENT,5.0,EDUCATION,A,1500,7.29,0.04,N,0,-0.0451758482653446
84000,MORTGAGE,7.0,MEDICAL,B,5000,11.58,0.06,N,0,0.5452671568627458
55000,RENT,6.0,PERSONAL,A,10000,7.51,0.19,N,0,0.17482415173465515
25000,OWN,0.0,EDUCATION,B,8000,10.99,0.32,N,0,-0.04473284313725401
20000,OWN,1.0,PERSONAL,D,6000,15.05,0.3,Y,0,-0.354598728645211
52000,MORTGAGE,8.0,MEDICAL,B,15000,10.99,0.29,N,0,-0.04473284313725401
60000,RENT,4.0,DEBTCONSOLIDATION,A,5000,8.9,0.08,N,0,1.5648241517346557
40000,RENT,5.0,PERSONAL,A,12000,7.49,0.3,N,0,0.15482415173465558
45000,RENT,6.0,EDUCATION,C,10000,11.66,0.22,Y,0,-1.850342515404133
40000,RENT,5.0,DEBTCONSOLIDATION,A,9000,7.51,0.23,N,0,0.17482415173465515
40000,MORTGAGE,2.0,EDUCATION,C,16000,14.22,0.4,Y,0,0.7096574845958674
20000,RENT,0.0,PERSONAL,B,6000,11.14,0.3,N,1,0.10526715686274635
57000,MORTGAGE,2.0,VENTURE,B,7800,12.42,0.13,N,0,1.3852671568627457
50000,RENT,3.0,VENTURE,B,14000,11.58,0.27,N,0,0.5452671568627458
55000,RENT,10.0,MEDICAL,B,12000,12.42,0.22,N,0,1.3852671568627457
48000,MORTGAGE,7.0,EDUCATION,A,9000,7.51,0.19,N,0,0.17482415173465515
40000,RENT,0.0,PERSONAL,D,7500,14.54,0.19,Y,1,-0.8645987286452126
84000,RENT,0.0,MEDICAL,B,24000,11.12,0.28,N,0,0.085267156862745
51000,RENT,3.0,VENTURE,A,10000,5.79,0.2,N,0,-1.5451758482653446
48000,RENT,8.0,EDUCATION,B,9000,12.69,0.19,N,0,1.6552671568627453
76000,RENT,3.0,HOMEIMPROVEMENT,B,6000,11.49,0.08,N,1,0.455267156862746
70000,RENT,5.0,EDUCATION,A,17000,7.88,0.24,N,0,0.5448241517346553
75000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,12000,13.49,0.16,N,0,-0.02034251540413301
39000,RENT,1.0,HOMEIMPROVEMENT,D,6400,13.67,0.16,Y,1,-1.7345987286452118
50000,RENT,2.0,PERSONAL,B,15000,10.37,0.3,N,0,-0.664732843137255
65000,MORTGAGE,6.0,EDUCATION,B,10200,9.91,0.16,N,0,-1.124732843137254
48000,MORTGAGE,10.0,EDUCATION,A,5000,7.88,0.1,N,0,0.5448241517346553
60000,MORTGAGE,1.0,VENTURE,A,21000,6.99,0.35,N,0,-0.3451758482653444
50000,RENT,1.0,EDUCATION,A,10000,6.03,0.2,N,0,-1.3051758482653444
50000,MORTGAGE,7.0,MEDICAL,B,6000,12.42,0.12,N,0,1.3852671568627457
100000,RENT,3.0,EDUCATION,B,12500,11.49,0.12,N,0,0.455267156862746
27000,RENT,0.0,MEDICAL,D,4000,18.25,0.14,Y,1,2.8454012713547883
95000,MORTGAGE,11.0,PERSONAL,D,25000,16.0,0.26,N,0,0.5954012713547883
49000,RENT,2.0,DEBTCONSOLIDATION,D,3000,16.29,0.06,N,1,0.8854012713547874
42000,RENT,1.0,PERSONAL,A,4500,7.14,0.11,N,0,-0.19517584826534495
60000,RENT,6.0,EDUCATION,B,7000,11.71,0.12,N,0,0.6752671568627466
30000,RENT,0.0,MEDICAL,B,7500,12.53,0.25,N,0,1.4952671568627451
110000,OWN,0.0,PERSONAL,A,1000,8.0,0.01,N,0,0.6648241517346554
50000,RENT,6.0,EDUCATION,B,3000,11.49,0.06,N,0,0.455267156862746
45000,RENT,4.0,DEBTCONSOLIDATION,C,7000,13.49,0.16,Y,0,-0.02034251540413301
130000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,7.49,0.06,N,0,0.15482415173465558
90000,RENT,0.0,PERSONAL,A,12000,8.94,0.13,N,0,1.6048241517346549
49200,MORTGAGE,11.0,MEDICAL,A,6000,7.49,0.12,N,0,0.15482415173465558
30000,RENT,2.0,HOMEIMPROVEMENT,B,8000,12.69,0.27,N,1,1.6552671568627453
65000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,5000,11.71,0.08,N,0,0.6752671568627466
73000,RENT,3.0,HOMEIMPROVEMENT,A,15000,7.9,0.21,N,0,0.5648241517346557
30000,RENT,6.0,MEDICAL,A,3000,7.9,0.1,N,0,0.5648241517346557
80000,MORTGAGE,6.0,VENTURE,A,20000,7.49,0.25,N,0,0.15482415173465558
75000,RENT,2.0,VENTURE,C,25000,13.92,0.33,N,1,0.4096574845958667
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.14,0.1,N,0,-0.19517584826534495
30000,RENT,4.0,VENTURE,C,3000,13.72,0.1,Y,0,0.20965748459586742
132000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,20000,12.73,0.15,N,0,-0.7803425154041328
52000,MORTGAGE,3.0,EDUCATION,A,2000,8.9,0.04,N,0,1.5648241517346557
90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,6.54,0.13,N,0,-0.7951758482653446
55000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12000,13.22,0.22,Y,0,-0.2903425154041326
78000,MORTGAGE,0.0,MEDICAL,B,3600,12.69,0.05,N,1,1.6552671568627453
38000,MORTGAGE,5.0,MEDICAL,A,8400,7.88,0.23,N,0,0.5448241517346553
60000,RENT,7.0,EDUCATION,C,8400,14.72,0.14,Y,0,1.2096574845958674
80000,RENT,6.0,HOMEIMPROVEMENT,B,7500,10.01,0.09,N,0,-1.0247328431372544
43000,MORTGAGE,5.0,MEDICAL,A,10000,9.32,0.23,N,0,1.9848241517346557
90000,MORTGAGE,7.0,VENTURE,B,8000,10.36,0.09,N,0,-0.6747328431372548
42000,RENT,3.0,MEDICAL,B,6000,10.74,0.14,N,0,-0.294732843137254
72000,RENT,3.0,MEDICAL,B,12000,10.74,0.17,N,0,-0.294732843137254
34400,RENT,0.0,DEBTCONSOLIDATION,B,15000,12.53,0.43,N,1,1.4952671568627451
52800,RENT,1.0,VENTURE,B,2100,10.99,0.04,N,0,-0.04473284313725401
84000,MORTGAGE,1.0,MEDICAL,A,15000,9.63,0.18,N,0,2.294824151734656
30000,RENT,5.0,EDUCATION,A,4500,5.42,0.15,N,0,-1.9151758482653447
60000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7000,6.76,0.12,N,0,-0.5751758482653448
74400,MORTGAGE,11.0,DEBTCONSOLIDATION,B,3000,10.99,0.04,N,0,-0.04473284313725401
40000,OWN,9.0,MEDICAL,E,1000,19.29,0.03,N,0,2.3590386521308204
30000,RENT,1.0,EDUCATION,C,7000,12.68,0.23,N,0,-0.8303425154041335
175000,MORTGAGE,0.0,PERSONAL,C,25000,13.61,0.11,N,0,0.09965748459586621
38000,RENT,5.0,DEBTCONSOLIDATION,C,13000,13.49,0.36,Y,1,-0.02034251540413301
44000,RENT,0.0,EDUCATION,C,17500,13.49,0.4,Y,0,-0.02034251540413301
59000,RENT,11.0,HOMEIMPROVEMENT,C,7500,13.8,0.13,Y,1,0.2896574845958675
33000,RENT,5.0,MEDICAL,B,1000,10.99,0.03,N,0,-0.04473284313725401
55000,MORTGAGE,9.0,PERSONAL,A,8000,6.03,0.15,N,0,-1.3051758482653444
80000,MORTGAGE,0.0,VENTURE,B,25000,11.49,0.31,N,0,0.455267156862746
110000,MORTGAGE,6.0,PERSONAL,B,3600,10.71,0.03,N,0,-0.32473284313725337
90000,RENT,0.0,EDUCATION,C,8000,14.65,0.09,N,0,1.1396574845958671
36000,RENT,5.0,MEDICAL,C,8500,13.47,0.23,N,0,-0.040342515404132584
90000,RENT,9.0,HOMEIMPROVEMENT,B,18000,9.91,0.2,N,0,-1.124732843137254
45000,RENT,2.0,VENTURE,C,10000,13.16,0.22,Y,0,-0.3503425154041331
80000,RENT,11.0,EDUCATION,A,10000,7.9,0.13,N,0,0.5648241517346557
25200,RENT,4.0,HOMEIMPROVEMENT,D,4475,12.92,0.18,Y,1,-2.484598728645212
120000,MORTGAGE,2.0,MEDICAL,B,10000,11.99,0.08,N,0,0.955267156862746
44000,RENT,4.0,EDUCATION,A,6000,7.49,0.14,N,0,0.15482415173465558
32000,RENT,0.0,VENTURE,E,3000,17.19,0.09,Y,1,0.25903865213082256
47380,RENT,1.0,EDUCATION,C,15000,13.79,0.31,N,1,0.2796574845958659
72000,RENT,8.0,MEDICAL,C,2400,14.79,0.03,Y,0,1.279657484595866
45000,MORTGAGE,9.0,VENTURE,A,4000,5.42,0.09,N,0,-1.9151758482653447
70000,RENT,0.0,DEBTCONSOLIDATION,C,25000,13.99,0.36,Y,1,0.479657484595867
48000,RENT,7.0,HOMEIMPROVEMENT,A,16750,6.62,0.34,N,1,-0.7151758482653445
45000,OWN,4.0,EDUCATION,C,5500,13.23,0.12,N,0,-0.2803425154041328
65000,MORTGAGE,0.0,EDUCATION,C,8000,12.84,0.12,N,0,-0.6703425154041334
66996,MORTGAGE,9.0,VENTURE,B,15600,9.63,0.24,N,0,-1.4047328431372534
38400,RENT,7.0,VENTURE,B,10000,9.91,0.26,N,0,-1.124732843137254
43200,RENT,9.0,HOMEIMPROVEMENT,A,18600,7.51,0.41,N,1,0.17482415173465515
60000,MORTGAGE,9.0,PERSONAL,A,12500,5.42,0.2,N,0,-1.9151758482653447
35000,RENT,2.0,PERSONAL,B,5000,9.63,0.14,N,0,-1.4047328431372534
100000,MORTGAGE,3.0,VENTURE,A,5000,6.92,0.05,N,0,-0.4151758482653447
70000,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.88,0.06,N,0,0.5448241517346553
42000,RENT,2.0,PERSONAL,B,4800,10.37,0.11,N,0,-0.664732843137255
90000,MORTGAGE,2.0,EDUCATION,B,12000,11.11,0.13,N,0,0.07526715686274521
51000,RENT,3.0,EDUCATION,A,12000,8.9,0.24,N,0,1.5648241517346557
34000,RENT,0.0,VENTURE,B,10000,12.53,0.29,N,0,1.4952671568627451
95400,MORTGAGE,2.0,EDUCATION,B,5000,11.14,0.05,N,0,0.10526715686274635
80400,RENT,2.0,VENTURE,B,8000,11.36,0.1,N,0,0.3252671568627452
58000,RENT,5.0,MEDICAL,B,15000,10.25,0.26,N,0,-0.7847328431372542
54000,RENT,6.0,EDUCATION,A,6000,6.62,0.11,N,0,-0.7151758482653445
20000,RENT,8.0,MEDICAL,B,5000,11.71,0.25,N,0,0.6752671568627466
55000,MORTGAGE,5.0,MEDICAL,A,8000,5.79,0.15,N,0,-1.5451758482653446
144000,RENT,11.0,HOMEIMPROVEMENT,C,21000,14.26,0.14,N,0,0.7496574845958666
45000,RENT,3.0,MEDICAL,C,7000,12.99,0.16,N,0,-0.520342515404133
55000,MORTGAGE,3.0,VENTURE,A,5000,6.62,0.09,N,0,-0.7151758482653445
36000,RENT,3.0,VENTURE,B,8000,10.65,0.22,N,0,-0.38473284313725387
45000,RENT,2.0,VENTURE,C,10000,13.85,0.22,N,0,0.3396574845958664
45000,RENT,5.0,MEDICAL,A,4000,7.49,0.09,N,0,0.15482415173465558
85000,RENT,4.0,MEDICAL,A,25000,6.92,0.29,N,0,-0.4151758482653447
60000,RENT,2.0,VENTURE,C,7000,13.49,0.12,N,0,-0.02034251540413301
70000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,15000,11.14,0.21,N,0,0.10526715686274635
50000,RENT,1.0,MEDICAL,A,4650,8.0,0.09,N,0,0.6648241517346554
110000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,9.76,0.11,N,0,-1.2747328431372544
48000,RENT,4.0,DEBTCONSOLIDATION,C,20000,11.54,0.42,N,1,-1.970342515404134
70000,RENT,0.0,VENTURE,B,8000,10.99,0.11,N,0,-0.04473284313725401
85000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,10.25,0.18,N,0,-0.7847328431372542
50000,MORTGAGE,1.0,VENTURE,A,8400,7.49,0.17,N,0,0.15482415173465558
50000,RENT,1.0,VENTURE,B,8000,10.99,0.16,N,0,-0.04473284313725401
90000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,9.25,0.17,N,0,-1.7847328431372542
52800,RENT,5.0,EDUCATION,A,10000,7.74,0.19,N,0,0.4048241517346556
90000,RENT,0.0,PERSONAL,B,10000,11.71,0.11,N,0,0.6752671568627466
62000,RENT,6.0,PERSONAL,D,9800,16.29,0.15,N,0,0.8854012713547874
24960,RENT,2.0,VENTURE,C,4000,13.61,0.16,N,0,0.09965748459586621
30000,RENT,6.0,PERSONAL,B,12000,10.39,0.4,N,1,-0.6447328431372537
101877,RENT,8.0,HOMEIMPROVEMENT,A,12800,7.88,0.12,N,0,0.5448241517346553
75000,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.49,0.13,N,0,-0.02034251540413301
75000,MORTGAGE,8.0,EDUCATION,A,4300,5.42,0.06,N,0,-1.9151758482653447
130000,MORTGAGE,8.0,VENTURE,C,15000,13.16,0.12,Y,0,-0.3503425154041331
80000,RENT,0.0,PERSONAL,B,13600,12.42,0.16,N,0,1.3852671568627457
54996,RENT,5.0,EDUCATION,C,12000,12.87,0.22,N,0,-0.640342515404134
60000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,13.49,0.25,N,0,-0.02034251540413301
90000,MORTGAGE,11.0,PERSONAL,A,8000,7.49,0.09,N,0,0.15482415173465558
90000,MORTGAGE,9.0,VENTURE,A,14000,7.88,0.16,N,0,0.5448241517346553
113000,RENT,7.0,HOMEIMPROVEMENT,B,7200,11.71,0.06,N,1,0.6752671568627466
60000,MORTGAGE,8.0,VENTURE,A,7150,7.29,0.12,N,0,-0.0451758482653446
40000,RENT,0.0,PERSONAL,B,5000,11.83,0.13,N,0,0.7952671568627458
175000,MORTGAGE,7.0,PERSONAL,C,10000,14.65,0.04,N,0,1.1396574845958671
72000,RENT,3.0,PERSONAL,B,15000,10.99,0.21,N,1,-0.04473284313725401
120000,MORTGAGE,4.0,PERSONAL,A,20000,7.37,0.17,N,0,0.03482415173465547
45996,OWN,2.0,VENTURE,A,9000,7.51,0.19,N,0,0.17482415173465515
90000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5000,12.87,0.06,Y,0,-0.640342515404134
50000,OWN,3.0,VENTURE,B,6000,10.99,0.12,N,0,-0.04473284313725401
65000,MORTGAGE,10.0,PERSONAL,B,10000,9.88,0.15,N,0,-1.1547328431372534
65000,RENT,4.0,HOMEIMPROVEMENT,B,8700,10.71,0.13,N,0,-0.32473284313725337
40000,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.35,0.25,N,1,-0.16034251540413358
80000,OWN,4.0,HOMEIMPROVEMENT,A,6000,8.94,0.07,N,0,1.6048241517346549
50000,MORTGAGE,0.0,PERSONAL,B,7000,10.37,0.14,N,0,-0.664732843137255
70000,OWN,3.0,PERSONAL,A,10000,6.03,0.14,N,0,-1.3051758482653444
95000,RENT,1.0,HOMEIMPROVEMENT,C,25000,12.99,0.26,Y,0,-0.520342515404133
120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,11.14,0.08,N,0,0.10526715686274635
26000,RENT,0.0,DEBTCONSOLIDATION,B,4000,11.49,0.15,N,0,0.455267156862746
60000,MORTGAGE,29.0,MEDICAL,B,2000,10.99,0.03,N,0,-0.04473284313725401
86400,MORTGAGE,4.0,VENTURE,A,12000,7.29,0.14,N,0,-0.0451758482653446
66000,MORTGAGE,6.0,PERSONAL,A,6000,7.9,0.09,N,0,0.5648241517346557
67150,MORTGAGE,1.0,MEDICAL,D,15000,14.11,0.19,Y,1,-1.2945987286452123
58000,RENT,0.0,VENTURE,B,15000,12.53,0.26,N,0,1.4952671568627451
75000,RENT,7.0,MEDICAL,B,3000,12.69,0.04,N,0,1.6552671568627453
60500,RENT,3.0,EDUCATION,C,7000,12.84,0.12,N,0,-0.6703425154041334
60000,OWN,18.0,HOMEIMPROVEMENT,C,10000,13.49,0.17,N,0,-0.02034251540413301
85920,MORTGAGE,7.0,PERSONAL,C,15000,13.98,0.18,Y,0,0.4696574845958672
170000,RENT,4.0,EDUCATION,B,12000,9.63,0.07,N,0,-1.4047328431372534
51850,RENT,4.0,MEDICAL,D,7000,15.95,0.12,N,1,0.5454012713547876
60000,MORTGAGE,1.0,VENTURE,B,10000,12.21,0.17,N,0,1.1752671568627466
45000,RENT,7.0,EDUCATION,B,15000,10.65,0.33,N,1,-0.38473284313725387
30000,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.66,0.2,N,0,0.3248241517346555
110000,MORTGAGE,13.0,MEDICAL,A,10000,6.03,0.09,N,0,-1.3051758482653444
42000,RENT,0.0,MEDICAL,A,4000,7.51,0.1,N,0,0.17482415173465515
40000,RENT,0.0,MEDICAL,C,9000,12.23,0.23,N,0,-1.2803425154041328
43000,RENT,9.0,MEDICAL,C,3000,13.11,0.07,Y,0,-0.4003425154041338
70000,OWN,8.0,VENTURE,B,4500,11.12,0.06,N,0,0.085267156862745
30000,RENT,2.0,MEDICAL,A,5000,8.9,0.17,N,0,1.5648241517346557
48000,MORTGAGE,3.0,MEDICAL,D,2000,15.62,0.04,N,1,0.21540127135478748
34000,RENT,1.0,DEBTCONSOLIDATION,E,13000,15.68,0.37,Y,1,-1.250961347869179
